source,channel,tradition,cohort,id,title,url,image_url,year,query,family_count
Wikimedia Commons,commons,alchemy,control,75156221,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 138.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_138.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_138.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_138.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75155988,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 14.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_14.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/5/51/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_14.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_14.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156228,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 142.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_142.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_142.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_142.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156230,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 143.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_143.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/6/60/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_143.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_143.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156277,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 156.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_156.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_156.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_156.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156287,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 162.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_162.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_162.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_162.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156288,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 163.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_163.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/5/57/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_163.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_163.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156289,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 164.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_164.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_164.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_164.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156302,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 174.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_174.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_174.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_174.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156307,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 179.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_179.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_179.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_179.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75155996,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 21.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_21.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/f/ff/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_21.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_21.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75155998,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 23.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_23.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_23.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_23.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75155999,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 24.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_24.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_24.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_24.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156002,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 27.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_27.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_27.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_27.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75155973,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 3.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_3.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_3.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156012,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 35.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_35.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_35.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_35.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156015,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 39.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_39.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_39.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_39.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156020,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 43.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_43.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_43.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_43.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156024,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 45.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_45.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_45.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_45.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156076,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 58.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_58.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_58.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_58.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156077,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 59.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_59.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_59.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_59.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156079,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 61.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_61.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_61.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_61.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156080,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 62.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_62.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_62.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_62.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156085,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 65.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_65.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_65.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_65.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156089,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 66.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_66.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d8/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_66.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_66.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156092,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 70.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_70.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8d/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_70.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_70.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156096,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 74.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_74.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_74.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_74.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75155980,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 8.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_8.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_8.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_8.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156103,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 80.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_80.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1a/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_80.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_80.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156108,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 85.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_85.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/1/18/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_85.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_85.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156109,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 86.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_86.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_86.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_86.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,75156125,"File:Illustration from Medical Botany, digitally enhanced from rawpixel's own original plates 96.jpg","https://commons.wikimedia.org/wiki/File:Illustration_from_Medical_Botany,_digitally_enhanced_from_rawpixel%27s_own_original_plates_96.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_96.jpg/960px-Illustration_from_Medical_Botany%2C_digitally_enhanced_from_rawpixel%27s_own_original_plates_96.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2017,medical illustration,0
Wikimedia Commons,commons,alchemy,control,67591064,File:Illustrations of Medical Botany-1-0107.png,https://commons.wikimedia.org/wiki/File:Illustrations_of_Medical_Botany-1-0107.png,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/Illustrations_of_Medical_Botany-1-0107.png/960px-Illustrations_of_Medical_Botany-1-0107.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,67586288,File:Illustrations of Medical Botany-2-0097-98.png,https://commons.wikimedia.org/wiki/File:Illustrations_of_Medical_Botany-2-0097-98.png,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/Illustrations_of_Medical_Botany-2-0097-98.png/960px-Illustrations_of_Medical_Botany-2-0097-98.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,67586269,File:Illustrations of Medical Botany-2-0097.png,https://commons.wikimedia.org/wiki/File:Illustrations_of_Medical_Botany-2-0097.png,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/Illustrations_of_Medical_Botany-2-0097.png/960px-Illustrations_of_Medical_Botany-2-0097.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,44651457,File:Illustrations of medical botany (Plate L) BHL5878564.jpg,https://commons.wikimedia.org/wiki/File:Illustrations_of_medical_botany_(Plate_L)_BHL5878564.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4f/Illustrations_of_medical_botany_%28Plate_L%29_BHL5878564.jpg/960px-Illustrations_of_medical_botany_%28Plate_L%29_BHL5878564.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,44651467,File:Illustrations of medical botany (Plate LI) BHL5878567.jpg,https://commons.wikimedia.org/wiki/File:Illustrations_of_medical_botany_(Plate_LI)_BHL5878567.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/Illustrations_of_medical_botany_%28Plate_LI%29_BHL5878567.jpg/960px-Illustrations_of_medical_botany_%28Plate_LI%29_BHL5878567.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,44651479,File:Illustrations of medical botany (Plate LII) BHL5878568.jpg,https://commons.wikimedia.org/wiki/File:Illustrations_of_medical_botany_(Plate_LII)_BHL5878568.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/Illustrations_of_medical_botany_%28Plate_LII%29_BHL5878568.jpg/960px-Illustrations_of_medical_botany_%28Plate_LII%29_BHL5878568.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,44651488,File:Illustrations of medical botany (Plate LIII) BHL5878570.jpg,https://commons.wikimedia.org/wiki/File:Illustrations_of_medical_botany_(Plate_LIII)_BHL5878570.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/Illustrations_of_medical_botany_%28Plate_LIII%29_BHL5878570.jpg/960px-Illustrations_of_medical_botany_%28Plate_LIII%29_BHL5878570.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,44650878,File:Illustrations of medical botany (Plate V) BHL5878471.jpg,https://commons.wikimedia.org/wiki/File:Illustrations_of_medical_botany_(Plate_V)_BHL5878471.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/Illustrations_of_medical_botany_%28Plate_V%29_BHL5878471.jpg/960px-Illustrations_of_medical_botany_%28Plate_V%29_BHL5878471.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,44650967,File:Illustrations of medical botany (Plate XIII) BHL5878489.jpg,https://commons.wikimedia.org/wiki/File:Illustrations_of_medical_botany_(Plate_XIII)_BHL5878489.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/Illustrations_of_medical_botany_%28Plate_XIII%29_BHL5878489.jpg/960px-Illustrations_of_medical_botany_%28Plate_XIII%29_BHL5878489.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,44650977,File:Illustrations of medical botany (Plate XIV) BHL5878492.jpg,https://commons.wikimedia.org/wiki/File:Illustrations_of_medical_botany_(Plate_XIV)_BHL5878492.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/Illustrations_of_medical_botany_%28Plate_XIV%29_BHL5878492.jpg/960px-Illustrations_of_medical_botany_%28Plate_XIV%29_BHL5878492.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,44651320,File:Illustrations of medical botany (Plate XL) BHL5878542.jpg,https://commons.wikimedia.org/wiki/File:Illustrations_of_medical_botany_(Plate_XL)_BHL5878542.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/Illustrations_of_medical_botany_%28Plate_XL%29_BHL5878542.jpg/960px-Illustrations_of_medical_botany_%28Plate_XL%29_BHL5878542.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,44651306,File:Illustrations of medical botany (Plate XLIX) BHL5878541.jpg,https://commons.wikimedia.org/wiki/File:Illustrations_of_medical_botany_(Plate_XLIX)_BHL5878541.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/Illustrations_of_medical_botany_%28Plate_XLIX%29_BHL5878541.jpg/960px-Illustrations_of_medical_botany_%28Plate_XLIX%29_BHL5878541.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,44651401,File:Illustrations of medical botany (Plate XLV) BHL5878553.jpg,https://commons.wikimedia.org/wiki/File:Illustrations_of_medical_botany_(Plate_XLV)_BHL5878553.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/Illustrations_of_medical_botany_%28Plate_XLV%29_BHL5878553.jpg/960px-Illustrations_of_medical_botany_%28Plate_XLV%29_BHL5878553.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
Wikimedia Commons,commons,alchemy,control,44651407,File:Illustrations of medical botany (Plate XLVI) BHL5878556.jpg,https://commons.wikimedia.org/wiki/File:Illustrations_of_medical_botany_(Plate_XLVI)_BHL5878556.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/Illustrations_of_medical_botany_%28Plate_XLVI%29_BHL5878556.jpg/960px-Illustrations_of_medical_botany_%28Plate_XLVI%29_BHL5878556.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1847,medical illustration,0
